market,short,long,atr,return_pct,win_rate,sharpe,max_dd,trades,avg_win,avg_loss
상승장,14,20,0.01,-48.145675608114644,33.33333333333333,-4.426411474659364,49.549595422825675,27,6.513422811478938,-6.445626207737685
상승장,14,20,0.02,-38.70283268809169,25.0,-10.95184005123804,38.70283268809169,12,4.027055990944113,-6.474937647131674
상승장,14,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,14,30,0.0,-72.32036924090524,27.27272727272727,-12.680413623752337,72.32036924090524,22,4.01486051129109,-8.990184100231508
상승장,14,30,0.01,-72.32036924090524,27.27272727272727,-12.680413623752337,72.32036924090524,22,4.01486051129109,-8.990184100231508
상승장,14,30,0.02,-35.805449554100704,45.45454545454545,-6.805132205265879,38.09207375290276,11,4.615190755802627,-10.475299414020627
상승장,14,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,14,37,0.0,-56.56978780394655,30.0,-7.076960336212638,58.81970701747644,20,7.010243144452452,-8.357561230549507
상승장,14,37,0.01,-56.56978780394655,30.0,-7.076960336212638,58.81970701747644,20,7.010243144452452,-8.357561230549507
상승장,14,37,0.02,-32.085330036949685,38.46153846153847,-4.367908173139709,42.64936370350878,13,7.1756082563373225,-8.610652020441
상승장,14,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,14,50,0.0,-45.11326679338397,16.666666666666664,-6.56326997081603,49.356228935232835,12,13.874861214487805,-8.047580721442074
상승장,14,50,0.01,-45.11326679338397,16.666666666666664,-6.56326997081603,49.356228935232835,12,13.874861214487805,-8.047580721442074
상승장,14,50,0.02,-42.48628572027908,20.0,-6.536121561655184,46.932323916929356,10,13.874861214487805,-9.483544286523411
상승장,14,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,14,100,0.0,-47.118219889045754,12.5,-12.709564300818984,47.408666635060094,8,7.237750730174087,-9.338509479520686
상승장,14,100,0.01,-47.118219889045754,12.5,-12.709564300818984,47.408666635060094,8,7.237750730174087,-9.338509479520686
상승장,14,100,0.02,-34.8377245260391,20.0,-11.780509779095443,37.56297207448737,5,6.777275704003907,-11.37318097932954
상승장,14,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,20,30,0.0,-66.41620176733947,32.0,-7.541788503847449,66.41620176733947,25,5.270961354761699,-8.255109250696915
상승장,20,30,0.01,-66.41620176733947,32.0,-7.541788503847449,66.41620176733947,25,5.270961354761699,-8.255109250696915
상승장,20,30,0.02,-62.262034125876944,23.076923076923077,-10.919403331118135,63.40681626469408,13,5.2980391036736165,-10.338790292836581
상승장,20,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,20,37,0.0,-48.1761845587306,38.88888888888889,-6.388815141129745,48.1761845587306,18,5.0776519649913405,-8.574791366090677
상승장,20,37,0.01,-48.1761845587306,38.88888888888889,-6.388815141129745,48.1761845587306,18,5.0776519649913405,-8.574791366090677
상승장,20,37,0.02,-51.467898805973554,30.0,-10.566164785959408,51.467898805973554,10,4.599624339989345,-11.264936908884449
상승장,20,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,20,50,0.0,-53.56534210887821,27.27272727272727,-12.909136695650169,53.56534210887821,11,4.796251515251085,-10.662525685153241
상승장,20,50,0.01,-53.56534210887821,27.27272727272727,-12.909136695650169,53.56534210887821,11,4.796251515251085,-10.662525685153241
상승장,20,50,0.02,-57.74673974708231,20.0,-10.20217257121147,58.04351309514879,5,11.094859362598072,-19.60321916218465
상승장,20,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
상승장,20,100,0.0,-52.791131225161294,14.285714285714285,-17.08416952144239,52.791131225161294,7,3.8655728166232235,-12.051324283613043
상승장,20,100,0.01,-52.791131225161294,14.285714285714285,-17.08416952144239,52.791131225161294,7,3.8655728166232235,-12.051324283613043
상승장,20,100,0.02,-39.7134064357679,20.0,-14.268290745361902,40.330815894636046,5,3.8655728166232235,-12.425215981132155
상승장,20,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,5,20,0.0,20.787746002877995,25.925925925925924,1.8095530500947246,37.59736489852377,27,15.080912743516084,-3.7709109864575305
하락장,5,20,0.01,20.787746002877995,25.925925925925924,1.8095530500947246,37.59736489852377,27,15.080912743516084,-3.7709109864575305
하락장,5,20,0.02,-16.805357777494763,23.076923076923077,-0.9654640060838269,44.40840010160312,13,16.205476689366957,-5.815890567430219
하락장,5,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,5,30,0.0,18.049287390803034,27.27272727272727,1.841695443438728,31.3825352334901,22,17.133807868734277,-4.664106348908675
하락장,5,30,0.01,18.049287390803034,27.27272727272727,1.841695443438728,31.3825352334901,22,17.133807868734277,-4.664106348908675
하락장,5,30,0.02,-27.531221360413404,28.57142857142857,-3.9018972865327948,46.33112043218357,7,16.21406940422692,-11.503824949730111
하락장,5,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,5,37,0.0,-4.828855394697061,22.727272727272727,0.6034088092931651,35.520848736328574,22,21.434094432302572,-5.649376504835547
하락장,5,37,0.01,-4.828855394697061,22.727272727272727,0.6034088092931651,35.520848736328574,22,21.434094432302572,-5.649376504835547
하락장,5,37,0.02,-23.25875173636548,9.090909090909092,-1.7136643123452078,44.613174450881665,11,41.730846376026,-5.910085879296624
하락장,5,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,5,50,0.0,11.735163360518753,23.076923076923077,1.84130666225345,24.256475941298596,13,27.500310614032674,-5.6784188361702
하락장,5,50,0.01,11.735163360518753,23.076923076923077,1.84130666225345,24.256475941298596,13,27.500310614032674,-5.6784188361702
하락장,5,50,0.02,-40.57563056250441,0.0,-18.02811322786717,40.57563056250441,4,0.0,-11.71877242362495
하락장,5,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,5,100,0.0,-6.008728446554369,28.57142857142857,-0.5731693721842067,17.905650639241305,7,12.289168818727369,-5.476715255514357
하락장,5,100,0.01,-6.008728446554369,28.57142857142857,-0.5731693721842067,17.905650639241305,7,12.289168818727369,-5.476715255514357
하락장,5,100,0.02,-0.6525471855516661,0.0,0.0,0.6525471855516661,1,0.0,-0.6525471855516625
하락장,5,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,7,20,0.0,50.39299250275907,31.818181818181817,3.2791991802267657,27.545596386354767,22,17.257402095549114,-4.407953498907486
하락장,7,20,0.01,50.39299250275907,31.818181818181817,3.2791991802267657,27.545596386354767,22,17.257402095549114,-4.407953498907486
하락장,7,20,0.02,-35.70795605213167,22.22222222222222,-5.268978323979435,45.54247607860854,9,14.611624751454043,-9.435758606062405
하락장,7,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,7,30,0.0,32.78351439839108,33.33333333333333,3.0375457419940917,25.09382675312463,18,15.404179455153375,-4.541098711800621
하락장,7,30,0.01,32.78351439839108,33.33333333333333,3.0375457419940917,25.09382675312463,18,15.404179455153375,-4.541098711800621
하락장,7,30,0.02,-5.936458223111835,20.0,-0.9489728203182362,21.808778505350638,5,20.29936350760928,-5.9570608346363105
하락장,7,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,7,37,0.0,13.098231627365317,29.411764705882355,1.7205875373664188,28.24962638140925,17,19.076011202732268,-5.78254752666727
하락장,7,37,0.01,13.098231627365317,29.411764705882355,1.7205875373664188,28.24962638140925,17,19.076011202732268,-5.78254752666727
하락장,7,37,0.02,20.584842230941288,33.33333333333333,3.662570418888148,24.20627428916141,6,26.93639614820104,-6.682461381998409
하락장,7,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,7,50,0.0,9.381951351218811,25.0,1.7508587223116387,31.2041963864165,12,25.96039814795438,-6.1384765224866005
하락장,7,50,0.01,9.381951351218811,25.0,1.7508587223116387,31.2041963864165,12,25.96039814795438,-6.1384765224866005
하락장,7,50,0.02,-25.984393988884168,20.0,-13.97272218919638,26.083283388750232,5,3.9352882200300696,-8.067505122697863
하락장,7,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,7,100,0.0,1.38447658181038,33.33333333333333,0.995877681642625,14.09776923503894,6,12.499311847840534,-5.215399715241107
하락장,7,100,0.01,1.38447658181038,33.33333333333333,0.995877681642625,14.09776923503894,6,12.499311847840534,-5.215399715241107
하락장,7,100,0.02,-3.113319753744197,50.0,-3.5289483659533576,6.1021022579687765,2,3.1830132261701576,-6.10210225796878
하락장,7,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,10,20,0.0,47.16009610638693,38.095238095238095,3.2601466634169083,27.748528560931607,21,14.102122183668662,-4.705755145593739
하락장,10,20,0.01,47.16009610638693,38.095238095238095,3.2601466634169083,27.748528560931607,21,14.102122183668662,-4.705755145593739
하락장,10,20,0.02,0.7969050206659013,42.857142857142854,0.8857951691031605,21.71277816927072,7,9.965377343459549,-6.422961204483139
하락장,10,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,10,30,0.0,32.031177745399276,44.44444444444444,2.9606972557943982,22.83327010307385,18,11.838505631813176,-5.6778303520623385
하락장,10,30,0.01,32.031177745399276,44.44444444444444,2.9606972557943982,22.83327010307385,18,11.838505631813176,-5.6778303520623385
하락장,10,30,0.02,7.292026471881057,42.857142857142854,2.2192155418379254,19.62098092441964,7,11.051079362698601,-5.771202651014585
하락장,10,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,10,37,0.0,40.203903488877366,37.5,3.251063117115722,19.77562097324121,16,17.272512506330568,-5.565508487194068
하락장,10,37,0.01,40.203903488877366,37.5,3.251063117115722,19.77562097324121,16,17.272512506330568,-5.565508487194068
하락장,10,37,0.02,34.130254690544234,50.0,5.505241142349534,13.38692194677085,6,17.016459358524855,-4.82776687590677
하락장,10,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,10,50,0.0,23.891529125326663,33.33333333333333,2.672900466324151,29.823809324033068,12,21.614835668686148,-6.182399575651535
하락장,10,50,0.01,23.891529125326663,33.33333333333333,2.672900466324151,29.823809324033068,12,21.614835668686148,-6.182399575651535
하락장,10,50,0.02,-22.59050697289036,16.666666666666664,-11.276408109757078,22.59050697289036,6,3.742554080653482,-5.590776887938389
하락장,10,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,10,100,0.0,6.635281960234233,50.0,2.955096092709778,5.2234262923062085,4,9.129302574817231,-5.061263843257477
하락장,10,100,0.01,6.635281960234233,50.0,2.955096092709778,5.2234262923062085,4,9.129302574817231,-5.061263843257477
하락장,10,100,0.02,12.128574517739192,66.66666666666666,5.688256822615113,5.2234262923062085,3,9.129302574817231,-5.223426292306204
하락장,10,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,14,20,0.0,49.82080786379499,33.33333333333333,2.990970354351985,27.666550761769482,27,13.469609474141057,-3.7458665015545
하락장,14,20,0.01,49.82080786379499,33.33333333333333,2.990970354351985,27.666550761769482,27,13.469609474141057,-3.7458665015545
하락장,14,20,0.02,63.15521202424683,50.0,7.024835320652926,9.77085393530177,12,12.45666169147516,-3.218332942582082
하락장,14,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,14,30,0.0,0.04668646704882849,27.77777777777778,0.7728529457513481,31.427451735325068,18,15.923296559387078,-5.364381846301394
하락장,14,30,0.01,0.04668646704882849,27.77777777777778,0.7728529457513481,31.427451735325068,18,15.923296559387078,-5.364381846301394
하락장,14,30,0.02,44.57763348407056,50.0,6.4940715863284995,18.039706194887426,6,21.48179584966729,-6.292068982511669
하락장,14,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,14,37,0.0,28.897858123788843,40.0,3.1448564334999722,24.2688553560504,15,13.931708765182796,-5.492317469194125
하락장,14,37,0.01,28.897858123788843,40.0,3.1448564334999722,24.2688553560504,15,13.931708765182796,-5.492317469194125
하락장,14,37,0.02,17.966304100994275,33.33333333333333,3.6578315669369994,20.614089120368927,6,22.394112532551436,-5.500109672854073
하락장,14,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,14,50,0.0,26.09391783546852,30.0,3.118072188139379,25.278802425411616,10,26.373507717320802,-6.000171329439014
하락장,14,50,0.01,26.09391783546852,30.0,3.118072188139379,25.278802425411616,10,26.373507717320802,-6.000171329439014
하락장,14,50,0.02,-36.26027459603065,0.0,-13.618095390668865,36.26027459603065,3,0.0,-12.99770615985503
하락장,14,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,14,100,0.0,-1.3579896102123894,25.0,0.3343455999047581,11.660361611306525,4,20.442146659945358,-6.436054709494528
하락장,14,100,0.01,-1.3579896102123894,25.0,0.3343455999047581,11.660361611306525,4,20.442146659945358,-6.436054709494528
하락장,14,100,0.02,4.336391977571102,33.33333333333333,2.206928182125304,7.289737593669968,3,20.442146659945358,-6.925225200470042
하락장,14,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,20,30,0.0,-0.1759235079347505,35.294117647058826,0.8382660035786267,33.270515458342906,17,13.224587462267381,-6.181634144955092
하락장,20,30,0.01,-0.1759235079347505,35.294117647058826,0.8382660035786267,33.270515458342906,17,13.224587462267381,-6.181634144955092
하락장,20,30,0.02,-4.2509840961490175,37.5,0.018196319829955992,18.854397785763663,8,11.688939540654252,-6.992362241614923
하락장,20,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,20,37,0.0,3.9904231318618875,35.714285714285715,1.2001109119654805,22.794700881287667,14,13.472479873058797,-6.009035977600189
하락장,20,37,0.01,3.9904231318618875,35.714285714285715,1.2001109119654805,22.794700881287667,14,13.472479873058797,-6.009035977600189
하락장,20,37,0.02,-43.45755420596492,0.0,-26.821769716306303,43.45755420596492,6,0.0,-8.937848955529011
하락장,20,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,20,50,0.0,50.92295009873216,33.33333333333333,4.721148461652975,25.428634349202618,9,33.085985588680195,-6.832395043459264
하락장,20,50,0.01,50.92295009873216,33.33333333333333,4.721148461652975,25.428634349202618,9,33.085985588680195,-6.832395043459264
하락장,20,50,0.02,-24.83144668979795,0.0,-15.177057416953048,24.83144668979795,3,0.0,-8.75781561632512
하락장,20,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
하락장,20,100,0.0,-13.132349681340614,33.33333333333333,-4.92899502067359,21.692149811933213,3,10.930960446539013,-11.505997678186809
하락장,20,100,0.01,-13.132349681340614,33.33333333333333,-4.92899502067359,21.692149811933213,3,10.930960446539013,-11.505997678186809
하락장,20,100,0.02,10.93096044653901,100.0,0.0,0.0,1,10.930960446539013,0.0
하락장,20,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,5,20,0.0,-59.675647251994725,23.52941176470588,-4.070161960604089,66.33030066947457,34,9.756459279698758,-5.98621413522192
횡보장,5,20,0.01,-59.675647251994725,23.52941176470588,-4.070161960604089,66.33030066947457,34,9.756459279698758,-5.98621413522192
횡보장,5,20,0.02,-47.493175391431734,26.31578947368421,-4.855260781939715,49.82786199062812,19,9.522223522438711,-7.373707876901208
횡보장,5,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,5,30,0.0,-66.13350800473596,14.814814814814813,-6.808906710506002,69.7699285199153,27,12.912095929982275,-6.487784549889429
횡보장,5,30,0.01,-66.13350800473596,14.814814814814813,-6.808906710506002,69.7699285199153,27,12.912095929982275,-6.487784549889429
횡보장,5,30,0.02,-41.95713734781933,20.0,-4.656741470259372,47.18961998712262,15,13.799514822346813,-7.30753337414588
횡보장,5,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,5,37,0.0,-62.87616275145952,8.0,-7.5596846768594865,65.7260258800591,25,18.516247809533162,-5.554757864421805
횡보장,5,37,0.01,-62.87616275145952,8.0,-7.5596846768594865,65.7260258800591,25,18.516247809533162,-5.554757864421805
횡보장,5,37,0.02,-48.61252457462678,6.666666666666667,-7.143626206411674,48.61252457462678,15,25.962459517014302,-6.147043522256102
횡보장,5,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,5,50,0.0,-64.45901484424942,12.0,-7.787775609273717,64.45901484424942,25,12.807947751781462,-6.0533342758855975
횡보장,5,50,0.01,-64.45901484424942,12.0,-7.787775609273717,64.45901484424942,25,12.807947751781462,-6.0533342758855975
횡보장,5,50,0.02,-34.51709230213059,14.285714285714285,-4.820455536164874,43.38743325250612,14,13.355332981638009,-5.329849627429063
횡보장,5,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,5,100,0.0,-37.97113711872028,7.6923076923076925,-6.198512308425731,37.97113711872028,13,23.682624536438826,-5.556442513513769
횡보장,5,100,0.01,-37.97113711872028,7.6923076923076925,-6.198512308425731,37.97113711872028,13,23.682624536438826,-5.556442513513769
횡보장,5,100,0.02,-31.689076082758394,0.0,-28.582672507546548,31.689076082758394,6,0.0,-6.1023625167678555
횡보장,5,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,7,20,0.0,-67.40815887905057,30.0,-5.210866501868468,72.67618080123506,30,7.409576494559216,-7.793447223813918
횡보장,7,20,0.01,-67.40815887905057,30.0,-5.210866501868468,72.67618080123506,30,7.409576494559216,-7.793447223813918
횡보장,7,20,0.02,-31.77426863229857,30.76923076923077,-2.6634923469323746,49.11962084896573,13,11.562583713255531,-8.291603483997214
횡보장,7,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,7,30,0.0,-67.12545161227835,12.0,-7.978991719676546,69.6457213046444,25,13.654634020453072,-6.4750949219818725
횡보장,7,30,0.01,-67.12545161227835,12.0,-7.978991719676546,69.6457213046444,25,13.654634020453072,-6.4750949219818725
횡보장,7,30,0.02,-40.56081098821908,8.333333333333332,-6.036850567602105,41.742288318742204,12,25.962459517014302,-6.528616025674162
횡보장,7,30,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,7,37,0.0,-55.496080458154864,15.789473684210526,-6.365435397203801,60.077432960536555,19,13.333629188976289,-6.9951448364969036
횡보장,7,37,0.01,-55.496080458154864,15.789473684210526,-6.365435397203801,60.077432960536555,19,13.333629188976289,-6.9951448364969036
횡보장,7,37,0.02,-25.730087326562874,11.11111111111111,-3.4080027219122138,35.425165905882395,9,28.70811571667063,-6.567300516612337
횡보장,7,37,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,7,50,0.0,-51.201188066598405,15.0,-7.416947086967245,51.201188066598405,20,10.016422152725093,-5.645068049549672
횡보장,7,50,0.01,-51.201188066598405,15.0,-7.416947086967245,51.201188066598405,20,10.016422152725093,-5.645068049549672
횡보장,7,50,0.02,-29.764660380930756,10.0,-5.823148605763668,30.093270658000744,10,19.083660865310762,-5.627729094838637
횡보장,7,50,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,7,100,0.0,-35.09955584473979,10.0,-5.724082525191979,37.66309593985926,10,24.130066722400557,-6.878941807329013
횡보장,7,100,0.01,-35.09955584473979,10.0,-5.724082525191979,37.66309593985926,10,24.130066722400557,-6.878941807329013
횡보장,7,100,0.02,-23.101279788641165,0.0,-27.656317204583516,23.101279788641165,4,0.0,-6.303304991024781
횡보장,7,100,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,10,20,0.0,-66.81949871737525,25.0,-4.5522512178961865,75.61063721965728,28,11.960869268691743,-8.369973630776194
횡보장,10,20,0.01,-66.81949871737525,25.0,-4.5522512178961865,75.61063721965728,28,11.960869268691743,-8.369973630776194
횡보장,10,20,0.02,-32.361680391560704,33.33333333333333,-2.1029885706912004,53.888749154709906,15,11.751495407873099,-8.568304966337937
횡보장,10,20,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0
횡보장,10,30,0.0,-67.06940515187716,16.666666666666664,-8.429883489230455,69.55694920503474,24,8.938926191629335,-6.868390484197536
횡보장,10,30,0.01,-67.06940515187716,16.666666666666664,-8.429883489230455,69.55694920503474,24,8.938926191629335,-6.868390484197536
횡보장,10,30,0.02,-42.99663391196624,21.428571428571427,-6.063642117933127,42.99663391196624,14,8.807200462609757,-6.929986372094557
횡보장,10,30,0.03,-10.698056882449007,0.0,0.0,10.698056882449007,1,0.0,-10.69805688244901
횡보장,10,37,0.0,-56.18473274107452,15.789473684210526,-7.97499287150953,56.94252846206268,19,10.383051927169182,-6.659032027548365
횡보장,10,37,0.01,-56.18473274107452,15.789473684210526,-7.97499287150953,56.94252846206268,19,10.383051927169182,-6.659032027548365
