timestamp,open,high,low,close,volume
1761844438316,162824000.0,162825000.0,162710000.0,162712000.0,0.09347368
1761844497885,162810000.0,162810000.0,162645000.0,162645000.0,1.51812477
1761844556994,162739000.0,162739000.0,162636000.0,162641000.0,0.33345983
1761844620011,162645000.0,162645000.0,162500000.0,162500000.0,2.55042499
1761844678471,162517000.0,162524000.0,162465000.0,162500000.0,0.5012609
1761844738500,162500000.0,162515000.0,162432000.0,162457000.0,1.39458659
1761844798483,162457000.0,162457000.0,162436000.0,162436000.0,0.28969933
1761844859167,162436000.0,162436000.0,162200000.0,162200000.0,4.4079513
1761844917097,162225000.0,162241000.0,162155000.0,162241000.0,2.1084535
1761844979484,162158000.0,162239000.0,162155000.0,162155000.0,2.0630603
1761845039646,162211000.0,162211000.0,162060000.0,162060000.0,6.0404734
1761845098960,162094000.0,162214000.0,162060000.0,162131000.0,0.99582579
1761845157587,162179000.0,162308000.0,162179000.0,162185000.0,1.39195752
1761845219346,162300000.0,162457000.0,162185000.0,162456000.0,1.57308386
1761845274734,162456000.0,162515000.0,162328000.0,162515000.0,1.1413643
1761845339918,162530000.0,162566000.0,162516000.0,162539000.0,0.49747241
1761845396842,162539000.0,162539000.0,162383000.0,162383000.0,1.04541753
1761845455514,162383000.0,162456000.0,162226000.0,162456000.0,1.4673987
1761845517705,162456000.0,162547000.0,162301000.0,162301000.0,0.32039308
1761845579890,162454000.0,162837000.0,162304000.0,162741000.0,0.66284403
1761845639357,162837000.0,162888000.0,162742000.0,162836000.0,0.35638773
1761845695359,162836000.0,162836000.0,162644000.0,162644000.0,0.66695961
1761845757188,162645000.0,162826000.0,162549000.0,162618000.0,0.15167447
1761845819647,162620000.0,162729000.0,162550000.0,162551000.0,0.21401885
1761845876824,162553000.0,162687000.0,162501000.0,162610000.0,0.27721635
1761845939587,162627000.0,162638000.0,162434000.0,162570000.0,0.55816731
1761845997424,162637000.0,162638000.0,162462000.0,162570000.0,0.20904132
1761846059771,162559000.0,162562000.0,162463000.0,162513000.0,0.25330135
1761846117000,162500000.0,162514000.0,162403000.0,162450000.0,0.70329928
1761846177947,162450000.0,162463000.0,162080000.0,162463000.0,3.39884299
1761846232461,162463000.0,162696000.0,162408000.0,162691000.0,10.52863833
1761846296006,162700000.0,162701000.0,162459000.0,162554000.0,0.11959867
1761846359481,162695000.0,162883000.0,162546000.0,162883000.0,1.81166538
1761846419095,162883000.0,162944000.0,162769000.0,162881000.0,0.90699393
1761846478086,162881000.0,162881000.0,162787000.0,162880000.0,0.37288968
1761846536388,162880000.0,163156000.0,162858000.0,163001000.0,1.61427995
1761846598917,163001000.0,163001000.0,162992000.0,162998000.0,0.24569825
1761846658145,162998000.0,162998000.0,162788000.0,162788000.0,0.72372587
1761846715967,162867000.0,162869000.0,162788000.0,162850000.0,0.07375426
1761846778489,162850000.0,162850000.0,162787000.0,162788000.0,0.71250777
1761846837785,162788000.0,162848000.0,162785000.0,162785000.0,0.20894767
1761846899783,162785000.0,162785000.0,162712000.0,162712000.0,0.29069259
1761846958041,162712000.0,162716000.0,162648000.0,162658000.0,0.42026856
1761847019602,162658000.0,162658000.0,162628000.0,162632000.0,0.13889212
1761847077816,162632000.0,162658000.0,162632000.0,162656000.0,1.12285726
1761847136844,162658000.0,162658000.0,162513000.0,162513000.0,0.64683389
1761847199008,162657000.0,162658000.0,162546000.0,162658000.0,0.23808534
1761847256825,162658000.0,162751000.0,162529000.0,162657000.0,0.80972004
1761847319583,162657000.0,162710000.0,162599000.0,162706000.0,0.1328514
1761847376080,162706000.0,162706000.0,162510000.0,162684000.0,0.65861014
1761847431001,162684000.0,162684000.0,162578000.0,162684000.0,0.66706029
1761847497950,162684000.0,162684000.0,162603000.0,162682000.0,0.18341536
1761847558242,162682000.0,162684000.0,162603000.0,162684000.0,0.09001392
1761847614639,162684000.0,162684000.0,162580000.0,162642000.0,1.06760066
1761847676089,162673000.0,162679000.0,162545000.0,162545000.0,0.25487995
1761847735629,162596000.0,162633000.0,162500000.0,162500000.0,0.48120931
1761847796837,162609000.0,162786000.0,162569000.0,162582000.0,2.31354157
1761847858644,162726000.0,162726000.0,162408000.0,162684000.0,1.59210036
1761847918083,162683000.0,162713000.0,162404000.0,162428000.0,1.19765234
1761847979186,162624000.0,162667000.0,162501000.0,162661000.0,0.08914106
1761848039951,162661000.0,162738000.0,162661000.0,162675000.0,0.1581044
1761848100023,162675000.0,162775000.0,162625000.0,162625000.0,0.14841653
1761848145688,162695000.0,162695000.0,162502000.0,162638000.0,0.14112542
1761848217305,162642000.0,162717000.0,162442000.0,162682000.0,0.72147755
1761848272668,162682000.0,162684000.0,162682000.0,162682000.0,0.13059373
1761848339589,162683000.0,162684000.0,162452000.0,162452000.0,1.55896262
1761848397509,162681000.0,162681000.0,162406000.0,162406000.0,0.16652367
1761848453764,162407000.0,162509000.0,162407000.0,162509000.0,0.29666281
1761848517642,162509000.0,162509000.0,162489000.0,162509000.0,0.41052146
1761848574550,162509000.0,162599000.0,162438000.0,162472000.0,0.47218029
1761848639230,162599000.0,162684000.0,162474000.0,162543000.0,0.56992127
1761848699955,162666000.0,162673000.0,162549000.0,162561000.0,0.04791468
1761848759952,162561000.0,162666000.0,162561000.0,162577000.0,0.52877421
1761848816665,162577000.0,162577000.0,162415000.0,162500000.0,0.64950098
1761848879193,162500000.0,162574000.0,162500000.0,162574000.0,0.35690368
1761848936940,162574000.0,162576000.0,162500000.0,162576000.0,0.31299434
1761849000009,162576000.0,162601000.0,162574000.0,162574000.0,0.68814181
1761849059662,162577000.0,162880000.0,162573000.0,162880000.0,1.53317171
1761849118132,162891000.0,162958000.0,162604000.0,162692000.0,0.75426044
1761849176596,162692000.0,162878000.0,162665000.0,162670000.0,0.18387498
1761849239743,162670000.0,162670000.0,162518000.0,162591000.0,0.51018903
1761849290805,162591000.0,162591000.0,162518000.0,162591000.0,0.1470271
1761849359146,162591000.0,162591000.0,162573000.0,162589000.0,1.15930762
1761849418350,162589000.0,162589000.0,162401000.0,162542000.0,0.89580418
1761849477103,162546000.0,162558000.0,162388000.0,162433000.0,0.65571629
1761849534477,162432000.0,162433000.0,162401000.0,162433000.0,0.10221459
