timestamp,open,high,low,close,volume
1761837599889,162854000.0,162854000.0,162840000.0,162852000.0,0.97209387
1761837658457,162852000.0,162902000.0,162833000.0,162833000.0,0.73394038
1761837719560,162902000.0,162902000.0,162833000.0,162856000.0,0.27368825
1761837779769,162856000.0,162983000.0,162851000.0,162922000.0,0.48954421
1761837838639,162961000.0,163123000.0,162922000.0,163085000.0,1.52701524
1761837899383,163078000.0,163088000.0,162975000.0,162995000.0,0.46859852
1761837959559,163000000.0,163062000.0,162975000.0,163061000.0,0.61727997
1761838018024,163055000.0,163061000.0,162971000.0,163000000.0,0.27679806
1761838074442,163060000.0,163061000.0,162971000.0,163060000.0,0.36301296
1761838139904,162985000.0,163057000.0,162964000.0,162993000.0,0.15702794
1761838199875,162990000.0,162993000.0,162964000.0,162989000.0,0.22230924
1761838258860,162989000.0,162989000.0,162870000.0,162905000.0,0.5049006
1761838319086,162937000.0,162951000.0,162870000.0,162908000.0,0.32944659
1761838379122,162908000.0,162964000.0,162831000.0,162962000.0,1.33546347
1761838439425,162963000.0,162963000.0,162804000.0,162804000.0,2.29832973
1761838499010,162804000.0,162879000.0,162780000.0,162780000.0,1.96865216
1761838556393,162780000.0,162805000.0,162700000.0,162793000.0,1.06269432
1761838619384,162805000.0,162805000.0,162700000.0,162700000.0,0.72519317
1761838679246,162771000.0,162771000.0,162600000.0,162602000.0,1.53284912
1761838739102,162602000.0,162770000.0,162595000.0,162602000.0,2.49331649
1761838798791,162666000.0,162761000.0,162600000.0,162718000.0,0.31240131
1761838859546,162718000.0,162718000.0,162608000.0,162630000.0,0.72314697
1761838919774,162630000.0,162712000.0,162587000.0,162600000.0,1.17620199
1761838978950,162600000.0,162716000.0,162597000.0,162708000.0,0.90577459
1761839039271,162708000.0,162718000.0,162632000.0,162636000.0,0.92768108
1761839099409,162638000.0,162718000.0,162636000.0,162717000.0,0.22882972
1761839157969,162717000.0,162718000.0,162637000.0,162637000.0,0.17481428
1761839219130,162637000.0,162718000.0,162558000.0,162570000.0,1.0289839
1761839278953,162570000.0,162587000.0,162394000.0,162400000.0,10.26801744
1761839337814,162400000.0,162579000.0,162314000.0,162579000.0,4.30570857
1761839397345,162433000.0,162576000.0,162410000.0,162537000.0,1.0871421
1761839459450,162522000.0,162550000.0,162449000.0,162550000.0,0.88710917
1761839515578,162525000.0,162718000.0,162525000.0,162656000.0,0.48252279
1761839577152,162613000.0,162664000.0,162602000.0,162664000.0,0.28175664
1761839639849,162664000.0,162664000.0,162615000.0,162664000.0,0.17380131
1761839695135,162664000.0,162888000.0,162646000.0,162654000.0,0.54458724
1761839740901,162769000.0,162785000.0,162660000.0,162785000.0,0.07140077
1761839818769,162795000.0,162892000.0,162795000.0,162889000.0,1.57029108
1761839879451,162889000.0,162892000.0,162888000.0,162888000.0,0.60677022
1761839939021,162892000.0,162938000.0,162888000.0,162896000.0,0.75353527
1761839996595,162896000.0,162932000.0,162880000.0,162889000.0,0.43280717
1761840059981,162932000.0,162955000.0,162852000.0,162876000.0,0.26124855
1761840119877,162875000.0,162875000.0,162769000.0,162811000.0,0.38528347
1761840177650,162811000.0,162811000.0,162715000.0,162809000.0,0.07980616
1761840238951,162810000.0,162811000.0,162700000.0,162810000.0,0.6636513
1761840298814,162810000.0,162993000.0,162721000.0,162993000.0,0.30975326
1761840359667,162993000.0,163077000.0,162973000.0,163077000.0,0.32448013
1761840416403,163042000.0,163200000.0,163040000.0,163199000.0,0.57342099
1761840477591,163199000.0,163247000.0,163183000.0,163247000.0,0.53122427
1761840537461,163224000.0,163247000.0,163198000.0,163247000.0,0.8620262
1761840599904,163248000.0,163308000.0,163247000.0,163306000.0,0.19849675
1761840658669,163308000.0,163373000.0,163299000.0,163299000.0,0.5028599
1761840717051,163352000.0,163446000.0,163250000.0,163384000.0,0.61472638
1761840780036,163384000.0,163443000.0,163314000.0,163384000.0,0.89260101
1761840834686,163322000.0,163384000.0,163244000.0,163290000.0,0.22681276
1761840898619,163248000.0,163366000.0,163220000.0,163326000.0,0.77527109
1761840958627,163323000.0,163323000.0,163161000.0,163264000.0,0.29028068
1761841016907,163258000.0,163258000.0,163044000.0,163051000.0,0.64447127
1761841079355,163193000.0,163194000.0,163052000.0,163054000.0,0.19668212
1761841139105,163054000.0,163261000.0,163054000.0,163186000.0,0.42369625
1761841199677,163186000.0,163186000.0,163111000.0,163111000.0,0.19625716
1761841257443,163168000.0,163168000.0,163107000.0,163109000.0,0.14374491
1761841319889,163107000.0,163109000.0,163054000.0,163104000.0,0.13026321
1761841379502,163104000.0,163104000.0,163055000.0,163104000.0,0.07862168
1761841435450,163104000.0,163162000.0,163055000.0,163161000.0,0.87998358
1761841499643,163104000.0,163265000.0,163104000.0,163200000.0,0.25521657
1761841558841,163264000.0,163264000.0,163106000.0,163112000.0,0.22248874
1761841612502,163256000.0,163262000.0,163108000.0,163251000.0,0.11700431
1761841679289,163251000.0,163384000.0,163251000.0,163384000.0,0.45754893
1761841739576,163384000.0,163384000.0,163301000.0,163372000.0,0.27646335
1761841799252,163377000.0,163425000.0,163293000.0,163293000.0,0.32815833
1761841857700,163372000.0,163372000.0,163187000.0,163286000.0,0.15861908
1761841919920,163287000.0,163287000.0,163108000.0,163156000.0,0.16312602
1761841977914,163260000.0,163260000.0,163104000.0,163104000.0,0.37020489
1761842034110,163108000.0,163258000.0,163093000.0,163117000.0,0.2086384
1761842099361,163118000.0,163239000.0,163117000.0,163236000.0,0.06400329
1761842153359,163237000.0,163237000.0,163126000.0,163234000.0,0.09065998
1761842219160,163234000.0,163234000.0,163134000.0,163134000.0,0.13023974
1761842274593,163207000.0,163207000.0,163124000.0,163125000.0,0.13045288
1761842339219,163124000.0,163207000.0,163119000.0,163137000.0,1.91925245
1761842396915,163207000.0,163234000.0,163138000.0,163234000.0,0.06457811
1761842456225,163138000.0,163256000.0,163134000.0,163251000.0,0.53343602
1761842519792,163222000.0,163245000.0,163124000.0,163125000.0,0.32239921
1761842579925,163125000.0,163240000.0,163120000.0,163221000.0,0.50738086
1761842639808,163125000.0,163224000.0,163051000.0,163051000.0,0.79449466
1761842698309,163051000.0,163184000.0,162997000.0,163184000.0,1.15976203
1761842756732,163189000.0,163235000.0,163095000.0,163235000.0,0.19279631
1761842816132,163110000.0,163207000.0,163109000.0,163109000.0,0.37133981
1761842879665,163109000.0,163216000.0,163100000.0,163100000.0,0.09467549
1761842932453,163100000.0,163110000.0,163087000.0,163110000.0,0.03195267
1761842995813,163110000.0,163185000.0,163099000.0,163185000.0,0.12702173
1761843059844,163185000.0,163223000.0,163106000.0,163223000.0,0.27637876
1761843109770,163223000.0,163235000.0,163106000.0,163106000.0,0.11649112
1761843177308,163106000.0,163106000.0,163101000.0,163106000.0,0.21523154
1761843228739,163106000.0,163191000.0,163096000.0,163096000.0,0.12594707
1761843294233,163099000.0,163099000.0,163002000.0,163007000.0,0.27156194
1761843358684,163007000.0,163096000.0,163007000.0,163095000.0,0.12345072
1761843419489,163095000.0,163234000.0,163095000.0,163224000.0,0.03417711
1761843476664,163224000.0,163224000.0,163095000.0,163095000.0,0.04044306
1761843538195,163190000.0,163191000.0,163190000.0,163190000.0,0.09441594
1761843599473,163190000.0,163191000.0,163190000.0,163191000.0,0.06999728
1761843659705,163191000.0,163200000.0,163190000.0,163199000.0,0.20347014
1761843713131,163199000.0,163200000.0,163103000.0,163103000.0,0.11872769
1761843775694,163103000.0,163199000.0,162948000.0,162948000.0,2.17623294
1761843834365,162968000.0,163029000.0,162800000.0,162800000.0,1.02919319
1761843896646,162953000.0,163046000.0,162861000.0,162990000.0,0.1585525
1761843958141,162984000.0,162984000.0,162799000.0,162804000.0,0.11879206
1761844018644,162802000.0,162938000.0,162719000.0,162791000.0,0.33700001
1761844079574,162928000.0,162932000.0,162781000.0,162787000.0,0.11785967
1761844138705,162781000.0,162925000.0,162750000.0,162800000.0,0.35631259
1761844198338,162800000.0,162917000.0,162800000.0,162898000.0,0.14107052
1761844259645,162898000.0,162900000.0,162800000.0,162898000.0,0.13112964
1761844307763,162900000.0,162900000.0,162700000.0,162897000.0,0.20741876
1761844373212,162875000.0,162892000.0,162703000.0,162827000.0,0.25324903
